x,y
41437.4,2.22505e+38
41728.7,1.97714e+38
42020,1.86123e+38
42311.3,1.87608e+38
42602.6,1.80376e+38
42893.9,1.77432e+38
43185.2,1.74463e+38
43476.5,1.71857e+38
43767.8,1.68588e+38
44059.1,1.66833e+38
44350.3,1.63713e+38
44641.6,1.60161e+38
44932.9,1.57883e+38
45224.2,1.56624e+38
45515.5,1.52339e+38
45806.8,1.51879e+38
46098.1,1.49431e+38
46389.4,1.47256e+38
46680.7,1.44788e+38
46972,1.42938e+38
47263.3,1.40167e+38
47554.6,1.38633e+38
47845.9,1.18094e+38
48137.2,1.35417e+38
48428.5,1.33707e+38
48719.8,1.32363e+38
49011.1,1.31526e+38
49302.4,1.2893e+38
49593.7,1.26478e+38
49885,1.24548e+38
50176.3,1.23418e+38
50467.6,1.2134e+38
50758.9,1.19667e+38
51050.2,1.17769e+38
51341.5,1.17065e+38
51632.8,1.1492e+38
51924.1,1.12892e+38
52215.4,1.11708e+38
52506.7,1.10263e+38
52798,1.09079e+38
53089.3,1.06761e+38
53380.6,1.05704e+38
53671.9,1.04697e+38
53963.2,1.02359e+38
54254.5,1.0163e+38
54545.8,1.00585e+38
54837.1,9.92055e+37
55128.4,9.80789e+37
55419.7,9.72754e+37
55711,9.56621e+37
56002.3,9.44506e+37
56293.6,9.3385e+37
56584.9,9.17948e+37
56876.2,9.10462e+37
57167.5,8.94545e+37
57458.8,8.82588e+37
57750.1,8.68172e+37
58041.4,8.61727e+37
58332.7,8.50072e+37
58624,8.38353e+37
58915.3,8.2589e+37
59206.6,8.18948e+37
59497.9,8.1504e+37
59789.2,8.09302e+37
60080.5,7.96113e+37
60371.8,7.81788e+37
60663.1,7.68648e+37
60954.4,7.56863e+37
61245.7,7.53044e+37
61537,7.53223e+37
61828.3,7.70771e+37
62119.6,7.65846e+37
62410.9,7.64329e+37
62702.2,7.16569e+37
62993.5,7.42842e+37
63284.8,7.36629e+37
63576.1,7.30397e+37
63867.4,7.14916e+37
64158.7,7.19802e+37
64450,6.91849e+37
64741.3,7.0039e+37
65032.6,6.97993e+37
65323.9,6.90453e+37
65615.2,6.21234e+37
65906.5,6.73116e+37
66197.8,6.5961e+37
66489.1,6.61387e+37
66780.4,6.52978e+37
67071.7,6.31486e+37
67363,6.20066e+37
67654.3,6.3078e+37
67945.6,6.2759e+37
68236.9,6.19153e+37
68528.2,6.05597e+37
68819.5,6.02826e+37
69110.8,5.97114e+37
69402.1,5.77133e+37
69693.4,5.73178e+37
69984.7,5.75688e+37
70276,5.72182e+37
70567.3,5.92814e+37
70858.6,5.87382e+37
71149.9,5.62263e+37
71441.2,5.48595e+37
71732.5,5.41416e+37
72023.8,5.34225e+37
72315.1,5.29462e+37
72606.4,5.2394e+37
73006.9,5.05035e+37
73735.2,5.03328e+37
74463.4,4.89426e+37
75191.7,4.75905e+37
75919.9,4.6531e+37
76648.2,4.5327e+37
77376.4,4.40762e+37
78104.7,4.29448e+37
78832.9,4.24805e+37
79561.2,3.92189e+37
80289.4,3.99245e+37
81017.7,3.9007e+37
81745.9,3.81324e+37
82474.2,3.71324e+37
83202.4,3.62028e+37
83930.7,3.55464e+37
84658.9,3.46368e+37
85387.2,3.39837e+37
86115.4,3.3045e+37
86843.7,3.27735e+37
87571.9,3.18605e+37
88300.2,3.10495e+37
89028.4,3.04127e+37
89756.7,2.97516e+37
90484.9,2.91559e+37
91213.2,2.85743e+37
91941.4,2.79163e+37
92669.7,2.7386e+37
93397.9,2.56406e+37
94126.2,2.6268e+37
94854.4,2.57748e+37
95582.7,2.52326e+37
96310.9,2.4796e+37
97039.1,2.43047e+37
97767.4,2.38914e+37
98495.6,2.34806e+37
99223.9,2.30299e+37
99952.1,2.26262e+37
100680,2.21784e+37
101409,2.18042e+37
102137,2.13535e+37
102865,2.09535e+37
103593,2.05626e+37
104322,2.04407e+37
105050,1.97946e+37
105778,1.95243e+37
106470,1.93256e+37
107235,1.89537e+37
107963,1.86328e+37
108691,1.8324e+37
109419,1.78483e+37
110148,1.77159e+37
110876,1.75976e+37
111604,1.71735e+37
112332,1.68591e+37
113061,1.69097e+37
113789,1.67552e+37
114517,1.60381e+37
115245,1.6162e+37
115974,1.58968e+37
116884,1.55972e+37
118340,1.51579e+37
119797,1.42289e+37
121253,1.40183e+37
122710,1.31279e+37
124166,1.29213e+37
125623,1.24009e+37
127079,1.189e+37
128536,1.14675e+37
129992,1.1039e+37
131449,1.06012e+37
132905,1.01531e+37
134362,9.79964e+36
135818,9.51379e+36
137275,9.11911e+36
138731,8.79348e+36
140188,8.46833e+36
141644,7.94096e+36
143101,7.86432e+36
144557,7.58273e+36
146014,7.34164e+36
147470,7.07405e+36
148927,6.84361e+36
150383,6.62757e+36
151840,6.43526e+36
153296,6.19756e+36
154753,5.97799e+36
156209,5.77937e+36
157666,5.46607e+36
159122,5.41198e+36
160579,5.22567e+36
162035,5.071e+36
163492,4.91271e+36
164948,4.76005e+36
166405,4.6136e+36
167861,4.39544e+36
169318,4.12086e+36
170774,4.11768e+36
172231,3.94409e+36
173687,3.72004e+36
175144,3.72493e+36
176600,3.59849e+36
178057,3.44526e+36
179513,3.41674e+36
180970,3.28116e+36
182426,3.26381e+36
183883,3.10991e+36
185339,3.06109e+36
186796,2.94736e+36
188252,2.88971e+36
189709,2.83527e+36
191165,2.70475e+36
192622,2.69958e+36
194078,2.61081e+36
195535,2.56298e+36
196991,2.5008e+36
198448,2.43977e+36
199904,2.37863e+36
201361,2.30916e+36
202817,2.26e+36
204274,2.2052e+36
205730,2.15503e+36
207187,2.09652e+36
208643,2.0423e+36
210100,1.9931e+36
211556,1.94439e+36
213013,1.89513e+36
214469,1.849e+36
215926,1.80539e+36
217382,1.76067e+36
218839,1.71793e+36
220295,1.67653e+36
221752,1.62799e+36
223208,1.5976e+36
224665,1.57234e+36
226121,1.52805e+36
227578,1.48779e+36
229034,1.45354e+36
230491,1.4187e+36
231947,1.38563e+36
233768,1.34609e+36
236681,1.28532e+36
239594,1.21667e+36
242507,1.17257e+36
245420,1.12166e+36
248333,1.07179e+36
251246,1.02697e+36
254159,9.83215e+35
257072,9.41831e+35
259985,9.01707e+35
262898,8.64247e+35
265811,8.27718e+35
268724,7.92724e+35
271637,7.63408e+35
274550,7.35071e+35
277463,7.03715e+35
280376,6.79305e+35
283289,6.52635e+35
286202,6.28037e+35
289115,6.0427e+35
292028,5.79957e+35
294941,5.59229e+35
297854,5.39608e+35
300767,5.20062e+35
303680,4.97314e+35
306593,4.82796e+35
309506,4.66139e+35
312419,4.42411e+35
315332,4.25711e+35
318245,3.97544e+35
321158,3.77742e+35
324071,3.672e+35
326984,3.53701e+35
329897,3.35073e+35
332810,3.289e+35
335723,3.16737e+35
338636,3.04596e+35
341549,2.97351e+35
344462,2.90374e+35
347375,2.81795e+35
350288,2.70673e+35
353201,2.64858e+35
356114,2.56575e+35
359027,2.48594e+35
361940,2.41698e+35
364853,2.35346e+35
367766,2.26972e+35
370679,2.21477e+35
373592,2.13091e+35
376505,2.10125e+35
379418,2.03027e+35
382331,1.98055e+35
385244,1.91933e+35
388157,1.87183e+35
391070,1.82462e+35
393983,1.77619e+35
396896,1.7315e+35
399809,1.68223e+35
402722,1.65072e+35
405635,1.60943e+35
408548,1.56088e+35
411461,1.52288e+35
414374,1.47675e+35
417287,1.4453e+35
420200,1.4071e+35
423113,1.37235e+35
426026,1.34076e+35
428939,1.30667e+35
431852,1.27495e+35
434765,1.24515e+35
437678,1.21309e+35
440591,1.18175e+35
443503,1.15374e+35
446416,1.12498e+35
449329,1.09985e+35
452242,1.07429e+35
455155,1.04643e+35
458068,1.02222e+35
460981,9.98935e+34
463894,9.75886e+34
467536,9.46223e+34
473362,9.02573e+34
479188,8.61659e+34
485014,8.22371e+34
490840,7.85507e+34
496666,7.50214e+34
502492,7.17257e+34
508318,6.86627e+34
514144,6.56191e+34
519970,6.28263e+34
525796,6.01826e+34
531622,5.76265e+34
537448,5.52652e+34
543274,5.34127e+34
549100,5.08598e+34
554926,4.87784e+34
560752,4.67828e+34
566578,4.49329e+34
572404,4.31754e+34
578230,4.14791e+34
584056,3.99044e+34
589882,3.83761e+34
595707,3.69302e+34
601533,3.55423e+34
607359,3.42191e+34
613185,3.29815e+34
619011,3.17636e+34
624837,3.06131e+34
630663,2.95359e+34
636489,2.85261e+34
642315,2.74705e+34
648141,2.65196e+34
653967,2.55884e+34
659793,2.47159e+34
665619,2.38857e+34
671445,2.30703e+34
677271,2.23059e+34
683097,2.15738e+34
688923,2.08511e+34
694749,2.01459e+34
700575,1.95179e+34
706401,1.90104e+34
712227,1.8299e+34
718053,1.77172e+34
723879,1.71624e+34
728249,1.68259e+34
742085,1.56052e+34
755922,1.44942e+34
769759,1.34811e+34
783596,1.25556e+34
798161,1.16661e+34
813454,1.08157e+34
828747,1.00417e+34
844040,9.33587e+33
859334,8.69106e+33
875355,8.07408e+33
892105,7.48635e+33
908126,6.97325e+33
925604,6.46249e+33
942354,6.01603e+33
959832,5.59039e+33
978038,5.18615e+33
996244,4.81769e+33
1.01445e+06,4.48127e+33
1.03338e+06,4.16186e+33
1.05232e+06,3.87032e+33
1.07198e+06,3.594e+33
1.09237e+06,3.33291e+33
1.11276e+06,3.09503e+33
1.13316e+06,2.87793e+33
1.15427e+06,2.67271e+33
1.17539e+06,2.48542e+33
1.19724e+06,2.30856e+33
1.21982e+06,2.14199e+33
1.24239e+06,1.99014e+33
1.2657e+06,1.84722e+33
1.289e+06,1.71688e+33
1.31303e+06,1.59427e+33
1.33779e+06,1.47917e+33
1.36255e+06,1.37428e+33
1.38731e+06,1.27852e+33
1.41353e+06,1.18606e+33
1.43975e+06,1.10182e+33
1.46669e+06,1.02291e+33
1.49364e+06,9.50971e+32
1.52131e+06,8.83568e+32
1.54971e+06,8.20507e+32
1.57884e+06,7.61584e+32
1.60797e+06,7.07874e+32
1.63783e+06,6.5766e+32
1.66842e+06,6.10767e+32
1.699e+06,5.67991e+32
1.73105e+06,5.27128e+32
1.76309e+06,4.89883e+32
1.79586e+06,4.55138e+32
1.82936e+06,4.22751e+32
1.86359e+06,3.92584e+32
1.89782e+06,3.65062e+32
1.9335e+06,3.38892e+32
1.96918e+06,3.15026e+32
2.0056e+06,2.92801e+32
2.04274e+06,2.72114e+32
2.08133e+06,2.52515e+32
2.11993e+06,2.3465e+32
2.15926e+06,2.18041e+32
2.19931e+06,2.02607e+32
2.24009e+06,1.88269e+32
2.2816e+06,1.74952e+32
2.32457e+06,1.62383e+32
2.36754e+06,1.50922e+32
2.41123e+06,1.40284e+32
2.45638e+06,1.30257e+32
2.50226e+06,1.20968e+32
2.54814e+06,1.12491e+32
2.59621e+06,1.04392e+32
2.64427e+06,9.70081e+31
2.69306e+06,9.01677e+31
2.74331e+06,8.37412e+31
2.79429e+06,7.77958e+31
2.846e+06,7.22946e+31
2.89916e+06,6.71361e+31
2.95305e+06,6.23682e+31
3.00767e+06,5.796e+31
3.06374e+06,5.38321e+31
3.12055e+06,5.00186e+31
3.17881e+06,4.64518e+31
3.23779e+06,4.31585e+31
3.29824e+06,4.00811e+31
3.35941e+06,3.72409e+31
3.42204e+06,3.4589e+31
3.4854e+06,3.21421e+31
3.55021e+06,2.98588e+31
3.61648e+06,2.77299e+31
3.68348e+06,2.57671e+31
3.75194e+06,2.39376e+31
3.82185e+06,2.22338e+31
3.89322e+06,2.06479e+31
3.96531e+06,1.91868e+31
4.03887e+06,1.7827e+31
4.11388e+06,1.65621e+31
4.19034e+06,1.5386e+31
4.26827e+06,1.42929e+31
4.34765e+06,1.32774e+31
4.42848e+06,1.23343e+31
4.51077e+06,1.14587e+31
4.59525e+06,1.06391e+31
4.68045e+06,9.88544e+30
4.76712e+06,9.18607e+30
4.85596e+06,8.53211e+30
4.94627e+06,7.92598e+30
5.03802e+06,7.36421e+30
5.13197e+06,6.83969e+30
5.22737e+06,6.35394e+30
5.32423e+06,5.90409e+30
5.42327e+06,5.48451e+30
5.5245e+06,5.09348e+30
5.62718e+06,4.73178e+30
5.73132e+06,4.39715e+30
5.83837e+06,4.08343e+30
5.94688e+06,3.79348e+30
6.05757e+06,3.52372e+30
6.16972e+06,3.27443e+30
6.28479e+06,3.04116e+30
6.40131e+06,2.82573e+30
6.52074e+06,2.62434e+30
6.64163e+06,2.43844e+30
6.76543e+06,2.26481e+30
6.89069e+06,2.10458e+30
7.01886e+06,1.95503e+30
7.14922e+06,1.8163e+30
7.28249e+06,1.68697e+30
7.42085e+06,1.56463e+30
7.55922e+06,1.45319e+30
7.69759e+06,1.3515e+30
7.83596e+06,1.25855e+30
7.98161e+06,1.16917e+30
8.13454e+06,1.0837e+30
8.28747e+06,1.0059e+30
8.4404e+06,9.34963e+29
8.59334e+06,8.70167e+29
8.75355e+06,8.08193e+29
8.92105e+06,7.49188e+29
9.08126e+06,6.97704e+29
9.25604e+06,6.46483e+29
9.42354e+06,6.01734e+29
9.59832e+06,5.5909e+29
9.78038e+06,5.1861e+29
9.96244e+06,4.81729e+29
1.01445e+07,4.48068e+29
1.03338e+07,4.16122e+29
1.05232e+07,3.86973e+29
1.07198e+07,3.59354e+29
1.09237e+07,3.33265e+29
1.11276e+07,3.09502e+29
1.13316e+07,2.87819e+29
1.15427e+07,2.67327e+29
1.17539e+07,2.48626e+29
1.19724e+07,2.3097e+29
1.21982e+07,2.1434e+29
1.24239e+07,1.99181e+29
1.2657e+07,1.84913e+29
1.289e+07,1.71899e+29
1.31303e+07,1.59656e+29
1.33779e+07,1.48161e+29
1.36255e+07,1.37682e+29
1.38731e+07,1.28113e+29
1.41353e+07,1.1887e+29
1.43975e+07,1.10445e+29
1.46669e+07,1.02551e+29
1.49364e+07,9.53483e+28
1.52131e+07,8.85976e+28
1.54971e+07,8.2279e+28
1.57884e+07,7.63728e+28
1.60797e+07,7.09871e+28
1.63783e+07,6.59505e+28
1.66842e+07,6.12457e+28
1.699e+07,5.6953e+28
1.73105e+07,5.28517e+28
1.76309e+07,4.9113e+28
1.79586e+07,4.56251e+28
1.82936e+07,4.23738e+28
1.86359e+07,3.93455e+28
1.89782e+07,3.65829e+28
1.9335e+07,3.39561e+28
1.96918e+07,3.15609e+28
2.0056e+07,2.93305e+28
2.04274e+07,2.72549e+28
2.08133e+07,2.52887e+28
2.11993e+07,2.34967e+28
2.15926e+07,2.18312e+28
2.19931e+07,2.02837e+28
2.24009e+07,1.88465e+28
2.2816e+07,1.75119e+28
2.32457e+07,1.62526e+28
2.36754e+07,1.51046e+28
2.41123e+07,1.40391e+28
2.45638e+07,1.3035e+28
2.50226e+07,1.2105e+28
2.54814e+07,1.12564e+28
2.59621e+07,1.04457e+28
2.64427e+07,9.70668e+27
2.69306e+07,9.02211e+27
2.74331e+07,8.37902e+27
2.79429e+07,7.7841e+27
2.846e+07,7.23365e+27
2.89916e+07,6.71748e+27
2.95305e+07,6.2404e+27
3.00767e+07,5.7993e+27
3.06374e+07,5.38624e+27
3.12055e+07,5.00463e+27
3.17881e+07,4.6477e+27
3.23779e+07,4.31815e+27
3.29824e+07,4.0102e+27
3.35941e+07,3.72599e+27
3.42204e+07,3.46062e+27
3.4854e+07,3.21577e+27
3.55021e+07,2.98729e+27
3.61648e+07,2.77427e+27
3.68348e+07,2.57787e+27
3.75194e+07,2.39482e+27
3.82185e+07,2.22434e+27
3.89322e+07,2.06566e+27
3.96531e+07,1.91948e+27
4.03887e+07,1.78343e+27
4.11388e+07,1.65687e+27
4.19034e+07,1.5392e+27
4.26827e+07,1.42984e+27
4.34765e+07,1.32825e+27
4.42848e+07,1.23389e+27
4.51077e+07,1.14628e+27
4.59525e+07,1.06429e+27
4.68045e+07,9.88878e+26
4.76712e+07,9.18907e+26
4.85596e+07,8.5348e+26
4.94627e+07,7.92839e+26
5.03802e+07,7.36637e+26
5.13197e+07,6.84162e+26
5.22737e+07,6.35567e+26
5.32423e+07,5.90566e+26
5.42327e+07,5.48593e+26
5.5245e+07,5.09477e+26
5.62718e+07,4.73295e+26
5.73132e+07,4.39822e+26
5.83837e+07,4.0844e+26
5.94688e+07,3.79436e+26
6.05757e+07,3.52452e+26
6.16972e+07,3.27516e+26
6.28479e+07,3.04181e+26
6.40131e+07,2.82631e+26
6.52074e+07,2.62487e+26
6.64163e+07,2.43891e+26
6.76543e+07,2.26523e+26
6.89069e+07,2.10496e+26
7.01886e+07,1.95537e+26
7.14922e+07,1.8166e+26
7.28249e+07,1.68724e+26
7.42085e+07,1.56487e+26
7.55922e+07,1.4534e+26
7.69759e+07,1.35169e+26
7.83596e+07,1.25871e+26
7.98161e+07,1.16932e+26
8.13454e+07,1.08383e+26
8.28747e+07,1.00602e+26
8.4404e+07,9.35065e+25
8.59334e+07,8.70258e+25
8.75355e+07,8.08272e+25
8.92105e+07,7.49258e+25
9.08126e+07,6.97766e+25
9.25604e+07,6.46537e+25
9.42354e+07,6.01781e+25
9.59832e+07,5.59132e+25
9.78038e+07,5.18647e+25
9.96244e+07,4.81761e+25
1.01445e+08,4.48096e+25
1.03338e+08,4.16146e+25
1.05232e+08,3.86994e+25
1.07198e+08,3.59372e+25
1.09237e+08,3.33281e+25
1.11276e+08,3.09515e+25
1.13316e+08,2.87831e+25
1.15427e+08,2.67337e+25
1.17539e+08,2.48634e+25
1.19724e+08,2.30977e+25
1.21982e+08,2.14346e+25
1.24239e+08,1.99186e+25
1.2657e+08,1.84917e+25
1.289e+08,1.71903e+25
1.31303e+08,1.59659e+25
1.33779e+08,1.48163e+25
1.36255e+08,1.37683e+25
1.38731e+08,1.28114e+25
1.41353e+08,1.1887e+25
1.43975e+08,1.10446e+25
1.46669e+08,1.02551e+25
1.49364e+08,9.53483e+24
1.52131e+08,8.85976e+24
1.54971e+08,8.2279e+24
1.57884e+08,7.63727e+24
1.60797e+08,7.09871e+24
1.63783e+08,6.59505e+24
1.66842e+08,6.12457e+24
1.699e+08,5.6953e+24
1.73105e+08,5.28517e+24
1.76309e+08,4.9113e+24
1.79586e+08,4.5625e+24
1.82936e+08,4.23738e+24
1.86359e+08,3.93455e+24
1.89782e+08,3.65829e+24
1.9335e+08,3.39561e+24
1.96918e+08,3.15609e+24
2.0056e+08,2.93305e+24
2.04274e+08,2.72549e+24
2.08133e+08,2.52887e+24
2.11993e+08,2.34967e+24
2.15926e+08,2.18312e+24
2.19931e+08,2.02837e+24
2.24009e+08,1.88465e+24
2.2816e+08,1.75119e+24
2.32457e+08,1.62526e+24
2.36754e+08,1.51045e+24
2.41123e+08,1.40391e+24
2.45638e+08,1.3035e+24
2.50226e+08,1.2105e+24
2.54814e+08,1.12564e+24
2.59621e+08,1.04457e+24
2.64427e+08,9.70668e+23
2.69306e+08,9.02211e+23
2.74331e+08,8.37902e+23
2.79429e+08,7.7841e+23
2.846e+08,7.23365e+23
2.89916e+08,6.71748e+23
2.95305e+08,6.2404e+23
3.00767e+08,5.7993e+23
3.06374e+08,5.38624e+23
3.12055e+08,5.00463e+23
3.17881e+08,4.64771e+23
3.23779e+08,4.31815e+23
3.29824e+08,4.0102e+23
3.35941e+08,3.72599e+23
3.42204e+08,3.46062e+23
3.4854e+08,3.21577e+23
3.55021e+08,2.98729e+23
3.61648e+08,2.77427e+23
3.68348e+08,2.57787e+23
3.75194e+08,2.39482e+23
3.82185e+08,2.22434e+23
3.89322e+08,2.06566e+23
3.96531e+08,1.91948e+23
4.03887e+08,1.78343e+23
4.11388e+08,1.65687e+23
4.19034e+08,1.5392e+23
4.26827e+08,1.42984e+23
4.34765e+08,1.32825e+23
4.42848e+08,1.23389e+23
4.51077e+08,1.14628e+23
4.59525e+08,1.06429e+23
4.68045e+08,9.88878e+22
4.76712e+08,9.18907e+22
4.85596e+08,8.5348e+22
4.94627e+08,7.92839e+22
5.03802e+08,7.36637e+22
5.13197e+08,6.84162e+22
5.22737e+08,6.35567e+22
5.32423e+08,5.90566e+22
5.42327e+08,5.48593e+22
5.5245e+08,5.09477e+22
5.62718e+08,4.73295e+22
5.73132e+08,4.39822e+22
5.83837e+08,4.0844e+22
5.94688e+08,3.79436e+22
6.05757e+08,3.52452e+22
6.16972e+08,3.27516e+22
6.28479e+08,3.04181e+22
6.40131e+08,2.82631e+22
6.52074e+08,2.62487e+22
6.64163e+08,2.43891e+22
6.76543e+08,2.26523e+22
6.89069e+08,2.10496e+22
7.01886e+08,1.95537e+22
7.14922e+08,1.8166e+22
