x,y,z
10869.1,3.41002e+39,0.00298725
10870.1,3.40948e+39,0.00292766
10872.3,3.40833e+39,0.00281266
10875.9,3.40635e+39,0.00264347
10880.2,3.40373e+39,0.00246245
10884.4,3.40088e+39,0.0023017
10888,3.39833e+39,0.00217992
10890.2,3.39667e+39,0.00210812
10891.3,3.39583e+39,0.0020736
10893.5,3.39407e+39,0.00200434
10897,3.39108e+39,0.00189573
10901.3,3.38723e+39,0.00177014
10905.6,3.3831e+39,0.00165103
10909.1,3.37948e+39,0.00155756
10911.3,3.37715e+39,0.00150211
10912.4,3.37597e+39,0.00147559
10914.6,3.37353e+39,0.00142283
10918.2,3.36942e+39,0.0013408
10922.5,3.36419e+39,0.00124606
10926.7,3.35865e+39,0.00115482
10930.3,3.35385e+39,0.00108098
10932.5,3.35077e+39,0.00103569
